,type,title,release_year,rating,listed_in,streaming_platform,duration_minutes
363,Movie,The Lucy Show - Vol. 2,2001,ALL,Comedy,Amazon Prime,127
364,Movie,The Lucy Show - Vol. 1,1999,7+,Comedy,Amazon Prime,127
365,Movie,The Long Walk Home,1990,13+,"Drama, Kids",Amazon Prime,96
366,Movie,The Little Traitor,2009,13+,Drama,Amazon Prime,89
367,Movie,The Little Prince,2015,PG,"Animation, Kids",Amazon Prime,107
368,Movie,The Little Match Girl,2018,ALL,"Animation, Anime, Kids",Amazon Prime,9
369,Movie,The Little Foxes,1941,13+,"Drama, Romance",Amazon Prime,116
370,Movie,The Liberation of L.B. Jones,1970,R,"Drama, Romance, Suspense",Amazon Prime,103
371,Movie,The Lemonheads,2007,7+,Music Videos and Concerts,Amazon Prime,53
372,Movie,The Legend of Swee' Pea,2020,18+,"Documentary, Sports",Amazon Prime,80
373,Movie,The Legend of Halloween Jack,2018,18+,"Horror, Suspense",Amazon Prime,84
374,Movie,The Legend of Hallowaiian,2018,PG,Kids,Amazon Prime,82
376,Movie,The Last Witness,2018,16+,"Drama, Suspense",Amazon Prime,93
377,Movie,The Last Stop,2020,16+,Documentary,Amazon Prime,111
378,Movie,The Last Sharknado: It's About Time,2018,13+,"Action, Science Fiction",Amazon Prime,89
379,Movie,The Last Mile (1932),1932,NR,Drama,Amazon Prime,69
380,Movie,The Last Descent,2016,PG,"Drama, Faith and Spirituality, Suspense",Amazon Prime,105
382,Movie,The Last Black Man in San Francisco (4K UHD),2019,R,"Arthouse, Arts, Entertainment, and Culture, Drama",Amazon Prime,121
383,Movie,The Last Apostle,2020,13+,Documentary,Amazon Prime,125
384,Movie,The Lady from Shanghai,1948,16+,"Drama, Suspense",Amazon Prime,88
385,Movie,The Ladies Man,1961,13+,Comedy,Amazon Prime,96
386,Movie,The King of Thieves,2019,R,"Action, Adventure, Suspense",Amazon Prime,109
387,Movie,The Kindness of Strangers,2020,13+,"Drama, Romance",Amazon Prime,115
388,Movie,The Kill Team,2019,R,"Action, Suspense",Amazon Prime,88
389,Movie,The Kid's Last Ride,1941,13+,"Action, Western",Amazon Prime,68
390,Movie,The Kid with the Golden Arm,1979,R,"Action, Drama",Amazon Prime,82
391,Movie,The Kid From Brooklyn,1946,13+,"Arts, Entertainment, and Culture, Comedy",Amazon Prime,109
392,Movie,The Keeping Room,2015,R,"Action, Drama, Western",Amazon Prime,95
393,Movie,The Jupiter Enigma,2018,ALL,Documentary,Amazon Prime,45
394,Movie,The Judge,1949,13+,"Drama, Suspense",Amazon Prime,70
395,Movie,The Joneses,2010,R,Drama,Amazon Prime,96
396,Movie,The Job,2004,R,"Action, Drama, Suspense",Amazon Prime,86
397,Movie,The Jazz Singer,1980,13+,Drama,Amazon Prime,116
398,Movie,The Italian Job (1969),1969,G,"Action, Comedy",Amazon Prime,99
399,Movie,The Iron Mask,1929,ALL,Adventure,Amazon Prime,103
400,Movie,The Irish Comedy Tour,2019,18+,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon Prime,57
401,Movie,The In Crowd,2000,16+,"Drama, Suspense",Amazon Prime,106
402,Movie,The Immortalists,2014,7+,"Documentary, Special Interest",Amazon Prime,77
403,Movie,The Identity Theft Of Mitch Mustain,2015,16+,"Documentary, Drama, Sports",Amazon Prime,101
405,Movie,The Hungry,2017,18+,"Drama, International",Amazon Prime,99
406,Movie,The House of Suh,2010,13+,"Action, Special Interest",Amazon Prime,92
408,Movie,The Hottie and the Nottie,2008,PG-13,Comedy,Amazon Prime,91
409,Movie,The Hollow Child,2018,16+,Horror,Amazon Prime,88
410,Movie,The Hold Steady,2007,NR,Music Videos and Concerts,Amazon Prime,48
411,Movie,The Hitch Hiker,2011,13+,Drama,Amazon Prime,71
412,Movie,The Hidden Secrets: Gangsters of the 1920s and 1930s,2012,13+,Documentary,Amazon Prime,69
413,Movie,The Hero,2017,16+,"Comedy, Drama",Amazon Prime,97
414,Movie,The Haunting of Sharon Tate,2019,R,"Horror, Suspense",Amazon Prime,91
415,Movie,The Hard Corps,2006,R,"Action, Suspense",Amazon Prime,110
416,Movie,The Guv'nor,2016,16+,Documentary,Amazon Prime,85
417,Movie,The Green Glove,2011,G,Drama,Amazon Prime,89
418,Movie,The Great War,2019,R,"Action, Drama",Amazon Prime,110
419,Movie,The Great God Gold,1935,13+,Drama,Amazon Prime,83
420,Movie,The Gospel Of John,2015,ALL,Drama,Amazon Prime,161
421,Movie,The Gospel of Eureka,2019,16+,Documentary,Amazon Prime,73
422,Movie,The Cowboy and The Lady,1936,7+,"Comedy, Drama, Romance",Amazon Prime,92
423,Movie,The Gospel Live,2005,13+,"Arts, Entertainment, and Culture, Documentary, Music Videos and Concerts",Amazon Prime,72
424,Movie,The Giant Killer: Finding Flaherty The Directors Cut,2020,13+,Documentary,Amazon Prime,78
425,Movie,The Giant,2016,13+,"Drama, Science Fiction",Amazon Prime,89
426,Movie,The Ghost Army,2013,13+,"Documentary, Drama",Amazon Prime,68
427,Movie,The Gay Ranchero,1942,13+,"Suspense, Western",Amazon Prime,57
428,Movie,The Gambler,1974,R,Drama,Amazon Prime,111
429,Movie,The Front,1976,13+,"Comedy, Drama",Amazon Prime,95
430,Movie,The Forbidden Dance,1990,PG-13,"Arts, Entertainment, and Culture, Comedy, Romance",Amazon Prime,97
431,Movie,The Flying Deuces,1939,ALL,Comedy,Amazon Prime,68
432,Movie,The Flaw,2011,13+,Special Interest,Amazon Prime,81
433,Movie,The Angry Red Planet,1960,13+,Science Fiction,Amazon Prime,83
434,Movie,The First American,2016,13+,"Documentary, Special Interest",Amazon Prime,91
435,Movie,The Fighting Kentuckian,1949,7+,"Action, Romance, Western",Amazon Prime,100
437,Movie,The Fatal Hour,1940,PG,Suspense,Amazon Prime,68
438,Movie,The Farewell (4K UHD),2019,13+,"Arthouse, Arts, Entertainment, and Culture, Comedy",Amazon Prime,100
439,Movie,The Fare,2019,16+,"Romance, Science Fiction",Amazon Prime,82
440,Movie,The Far Frontier,1948,13+,Western,Amazon Prime,56
442,Movie,The Face of Jesus Christ,2019,ALL,Faith and Spirituality,Amazon Prime,33
443,Movie,The Fabulous Allan Carr,2018,ALL,Documentary,Amazon Prime,90
444,Movie,The Extraordinary Journey of the Fakir,2019,PG-13,"Action, Comedy",Amazon Prime,98
445,Movie,The Endless Summer,1966,PG,"Documentary, Sports",Amazon Prime,92
446,Movie,The End of the World,2009,NR,Music Videos and Concerts,Amazon Prime,34
447,Movie,The Elephant Man,1980,PG,"Drama, Suspense",Amazon Prime,123
448,Movie,The Education Of Little Tree,1997,PG,Drama,Amazon Prime,116
449,Movie,The Eagle (No Dialog),1925,13+,"Action, Drama",Amazon Prime,77
450,Movie,The Dying of the Light,2015,NR,Documentary,Amazon Prime,95
451,Movie,The Dragon Pearl,2011,PG,"Action, Kids, Science Fiction",Amazon Prime,95
452,Movie,The Double Born,2008,18+,"Drama, Suspense",Amazon Prime,94
453,Movie,The Donkey King,2020,7+,"Animation, Comedy, Kids",Amazon Prime,99
454,Movie,El Vigilante,2016,18+,Drama,Amazon Prime,75
455,Movie,The Dead Center,2019,NC-17,"Horror, Suspense",Amazon Prime,93
456,Movie,The Days of Noah: The Valley of Decision - Part 3 of 4,2019,13+,"Documentary, Faith and Spirituality, Special Interest",Amazon Prime,107
457,Movie,The Days of Noah: Judgment Hour - Part 2 of 4,2019,ALL,"Documentary, Faith and Spirituality, Special Interest",Amazon Prime,90
458,Movie,The Dawn Express,1942,18+,"Action, Military and War",Amazon Prime,64
459,Movie,The Dark Red,2020,18+,"Action, Horror",Amazon Prime,98
460,Movie,The Curse of Robert,2016,16+,"Horror, Young Adult Audience",Amazon Prime,80
462,Movie,The Curse of Buckout Road,2019,18+,Horror,Amazon Prime,96
463,Movie,The Creepy Line,2018,7+,"Documentary, Special Interest",Amazon Prime,81
464,Movie,The Creeping Flesh,1973,PG,"Horror, Science Fiction",Amazon Prime,92
465,Movie,The Cowboy And The Senorita,1944,13+,Western,Amazon Prime,54
466,Movie,The Coverup,2009,R,Drama,Amazon Prime,95
467,Movie,The Court Jester,1956,ALL,"Action, Comedy",Amazon Prime,101
468,Movie,The Courageous Dr. Christian,1940,ALL,Drama,Amazon Prime,66
469,Movie,The Count of Monte Cristo,1975,13+,Drama,Amazon Prime,103
470,Movie,The Cotton Pickin Truth Still On The Plantation,2020,18+,Documentary,Amazon Prime,94
471,Movie,The Corrupted,2020,R,"Action, Adventure, Drama",Amazon Prime,104
472,Movie,The Confessor,2005,PG-13,Drama,Amazon Prime,91
473,Movie,The Competition,1980,PG,"Arts, Entertainment, and Culture, Drama, Romance",Amazon Prime,126
474,Movie,The Collector,2009,R,"Action, Horror, Suspense",Amazon Prime,90
475,Movie,The Cleansing,2019,18+,Horror,Amazon Prime,98
476,Movie,The Christmas Lodge,2014,G,"Drama, Romance",Amazon Prime,89
477,Movie,The Christmas Elves,2016,ALL,"Animation, Kids",Amazon Prime,52
478,Movie,The Christmas Candle,2013,PG,"Drama, Faith and Spirituality, Romance",Amazon Prime,100
480,Movie,Professor Shanku O El Dorado,2020,13+,"Action, Adventure, Science Fiction",Amazon Prime,92
481,Movie,The Capture,1950,18+,Western,Amazon Prime,102
482,Movie,The Bumble Nums - Season 4,2020,ALL,"Action, Animation, Kids",Amazon Prime,43
483,Movie,The Bridgewater Triangle,2013,13+,Special Interest,Amazon Prime,91
484,Movie,The Bridges at Toko-Ri,1955,13+,"Action, Drama",Amazon Prime,103
485,Movie,The Bray Road Beast,2020,13+,Documentary,Amazon Prime,67
486,Movie,THE BRANCH,2019,ALL,Comedy,Amazon Prime,89
487,Movie,The Boys of St. Vincent,1992,16+,Drama,Amazon Prime,93
490,Movie,The Black Candle,1991,16+,Drama,Amazon Prime,103
491,Movie,The Bishop's Wife,1948,13+,"Comedy, Drama",Amazon Prime,110
492,Movie,The Bigamist,1953,13+,Drama,Amazon Prime,79
493,Movie,The Big Sleep,2007,NR,Music Videos and Concerts,Amazon Prime,29
494,Movie,The Art of War II: Betrayal,2008,R,"Action, Suspense",Amazon Prime,103
495,Movie,The Big Cat,1949,18+,"Action, Drama",Amazon Prime,77
497,Movie,The Benefactor,2016,16+,Drama,Amazon Prime,93
498,Movie,The Beckoning Silence,2007,13+,Documentary,Amazon Prime,73
499,Movie,The Beautician And The Beast,1997,PG,Comedy,Amazon Prime,107
500,Movie,The Beastmaster,1982,13+,"Action, Fantasy, Science Fiction",Amazon Prime,118
501,Movie,The Beach Boys: An American Band,1985,PG-13,Documentary,Amazon Prime,103
502,Movie,The Basket,2000,PG,"Drama, Sports",Amazon Prime,105
503,Movie,The Band's Visit,2008,PG-13,"Arts, Entertainment, and Culture, Comedy",Amazon Prime,87
505,Movie,The Asian Connection,2016,R,"Action, Suspense",Amazon Prime,92
506,Movie,The Ash Lad: In Search of the Golden Castle,2019,13+,"Action, Science Fiction",Amazon Prime,98
507,Movie,The Amish Shunned,2014,16+,Documentary,Amazon Prime,112
508,Movie,The Amish and the Reformation,2017,ALL,"Documentary, Faith and Spirituality",Amazon Prime,54
509,Movie,The Amazing Adventure,1937,13+,"Comedy, Drama",Amazon Prime,62
510,Movie,The African Queen,1952,13+,"Adventure, Drama, Military and War",Amazon Prime,105
511,Movie,The Affairs of Cappy Ricks,1937,13+,"Comedy, Drama",Amazon Prime,58
512,Movie,The Admiral Was A Lady,1950,13+,"Drama, Military and War",Amazon Prime,102
513,Movie,"The 5th King- Iran ""The Blade"" Barkley Story",2019,13+,"Documentary, Drama, Sports",Amazon Prime,66
514,Movie,The 36th Chamber of Shaolin,1978,R,"Action, Adventure",Amazon Prime,112
515,Movie,That Uncertain Feeling,1941,PG,Comedy,Amazon Prime,94
516,Movie,That Sugar Film,2015,7+,"Documentary, Special Interest",Amazon Prime,102
517,Movie,Thappad (4K UHD),2020,13+,Drama,Amazon Prime,142
518,Movie,Thappad,2020,13+,Drama,Amazon Prime,142
519,Movie,Thao and the Get Down Stay Down,2011,NR,Music Videos and Concerts,Amazon Prime,56
520,Movie,Texas Legionaires,1943,13+,Western,Amazon Prime,55
521,Movie,Testing title - Parichey is using this title,2020,ALL,Action,Amazon Prime,0
522,Movie,Terrordactyl,2016,18+,Science Fiction,Amazon Prime,98
523,Movie,Terror By Night,1946,PG,"Drama, Suspense",Amazon Prime,56
524,Movie,Tennessee Queer,2014,16+,"Comedy, Drama, LGBTQ",Amazon Prime,90
525,Movie,Tenkai Knights - Rise of the Knights,2014,ALL,"Anime, Kids",Amazon Prime,72
526,Movie,Templar Nation,2013,13+,"Adventure, Drama",Amazon Prime,84
527,Movie,Tel Aviv On Fire,2019,13+,Comedy,Amazon Prime,96
528,Movie,Teenkahon,2014,18+,"Comedy, International",Amazon Prime,124
530,Movie,Teen Lust,2015,R,"Comedy, Horror",Amazon Prime,80
532,Movie,"Team Hot Wheels, Skills to Thrill",2019,ALL,"Animation, Kids",Amazon Prime,45
533,Movie,"Team Hot Wheels, Build the Epic Race",2019,ALL,"Animation, Kids",Amazon Prime,45
534,Movie,Tattoo Nation,2016,13+,"Documentary, Special Interest",Amazon Prime,86
535,Movie,Tarzan The Fearless,1933,13+,"Action, Adventure",Amazon Prime,86
536,Movie,Symphony in Colorado,2017,ALL,"Music Videos and Concerts, Special Interest",Amazon Prime,81
537,Movie,Tarzan And The Trappers,1958,18+,Action,Amazon Prime,70
538,Movie,Target for Tonight,1941,NR,"Military and War, Special Interest",Amazon Prime,49
539,Movie,TAN,2021,18+,"Arthouse, Drama, Suspense",Amazon Prime,22
540,Movie,Tamizh Padam 2,2018,ALL,"Comedy, Drama, International",Amazon Prime,138
541,Movie,Tamara,2006,R,Horror,Amazon Prime,98
542,Movie,Tall Firs,2007,NR,Music Videos and Concerts,Amazon Prime,34
543,Movie,Taking 5,2008,13+,Comedy,Amazon Prime,90
544,Movie,Takatak,2019,18+,"Comedy, International, Young Adult Audience",Amazon Prime,143
545,Movie,"Tad, The Lost Explorer And The Secret Of King Midas",2017,PG,"Animation, Kids",Amazon Prime,85
546,Movie,T-Rex Ranch Dinosaur Adventures,2021,ALL,Kids,Amazon Prime,35
547,Movie,Symphony to Rushing Water,2017,ALL,"Music Videos and Concerts, Special Interest",Amazon Prime,60
548,Movie,Symphony to Iceland's Gulfoss Waterfall,2017,ALL,"Music Videos and Concerts, Special Interest",Amazon Prime,47
549,Movie,Symphony to Flowers,2017,ALL,"Music Videos and Concerts, Special Interest",Amazon Prime,82
550,Movie,Sye Raa Narasimha Reddy (Telugu),2019,13+,Action,Amazon Prime,170
551,Movie,Sye Raa Narasimha Reddy (Tamil),2019,13+,Action,Amazon Prime,170
552,Movie,Sye Raa Narasimha Reddy (Malayalam),2019,13+,Action,Amazon Prime,170
553,Movie,Sye Raa Narasimha Reddy (Hindi),2019,13+,Action,Amazon Prime,170
554,Movie,Swing Hostess,1944,13+,"Arts, Entertainment, and Culture, Drama",Amazon Prime,74
555,Movie,Swing and Dance with Little Baby Bum,2019,ALL,Kids,Amazon Prime,34
557,Movie,Stepfather 2,1989,R,"Horror, Suspense",Amazon Prime,84
558,Movie,"Superfish: Billfish, with David Attenborough",2008,ALL,"Documentary, Special Interest",Amazon Prime,52
559,Movie,Super Size Me 2: Holy Chicken!,2019,PG-13,"Comedy, Documentary, Special Interest",Amazon Prime,103
560,Movie,Super Size Me,2004,PG-13,Special Interest,Amazon Prime,99
561,Movie,Super JoJo - Yes Yes Vegetables Song,2019,ALL,Kids,Amazon Prime,3
562,Movie,Supa Strikas - Keep Calm and Soccer On,2019,ALL,"Animation, Documentary, Kids",Amazon Prime,60
563,Movie,"Supa Strikas - Eat, Sleep, Play Soccer",2019,7+,"Animation, Documentary, Kids",Amazon Prime,60
564,Movie,Supa Strikas - Best in the Field,2019,7+,"Animation, Kids, Sports",Amazon Prime,60
565,Movie,Supa Strikas - Alive and Kickin',2019,7+,"Animation, Kids, Sports",Amazon Prime,60
566,Movie,Supa Strikas - A Goal in One!,2019,7+,"Animation, Documentary, Kids",Amazon Prime,59
567,Movie,Sunshine State,2002,PG-13,"Arthouse, Drama, Romance",Amazon Prime,141
568,Movie,Sunshine Hotel,2002,13+,"Documentary, Special Interest",Amazon Prime,99
569,Movie,Sunset On The Desert,1942,PG,Western,Amazon Prime,55
570,Movie,Sunrise on the Bosphorus,2019,ALL,"Documentary, Special Interest",Amazon Prime,30
571,Movie,Sunnyside,1979,R,"Action, Drama",Amazon Prime,101
572,Movie,Step On It,1935,13+,"Action, Drama",Amazon Prime,56
573,Movie,Sundown Saunders,1935,PG,Western,Amazon Prime,70
574,Movie,Sundown,1941,7+,"Drama, Military and War",Amazon Prime,90
575,Movie,Suicide,2001,18+,"Action, Drama, Horror",Amazon Prime,84
576,Movie,Sui Dhaaga - Made In India,2018,7+,"Drama, International",Amazon Prime,122
577,Movie,Sufiyum Sujatayum,2020,13+,"Drama, Romance",Amazon Prime,123
578,Movie,Student of the Year 2,2019,13+,"Drama, International",Amazon Prime,146
579,Movie,Striking Range,2006,R,"Action, Suspense",Amazon Prime,96
580,Movie,Street Dance,2013,13+,"Arts, Entertainment, and Culture, Drama",Amazon Prime,99
581,Movie,Strategic Air Command,1955,7+,"Action, Drama",Amazon Prime,114
582,Movie,Strange Wilderness,2008,R,"Action, Young Adult Audience",Amazon Prime,85
583,Movie,Stella Dallas (1937),1937,13+,"Drama, Romance",Amazon Prime,106
584,Movie,Steep,2007,13+,"Documentary, Sports",Amazon Prime,90
585,Movie,Straight Shooter,1940,13+,Western,Amazon Prime,48
586,Movie,Storytime with Mila and Morphle,2019,ALL,"Animation, Kids",Amazon Prime,38
587,Movie,Storm Boy,2019,PG,"Drama, Faith and Spirituality, Kids",Amazon Prime,99
588,Movie,Stop Making Sense,1984,7+,"Documentary, Music Videos and Concerts",Amazon Prime,88
589,Movie,Stitches,2012,R,"Comedy, Horror",Amazon Prime,86
591,Movie,Still Mine,2013,PG-13,"Arthouse, Drama",Amazon Prime,103
592,Movie,Sticky Fingers,1988,PG-13,Comedy,Amazon Prime,85
593,Movie,Stick Man,2015,ALL,"Adventure, Animation, Kids",Amazon Prime,27
594,Movie,Steve Treviño: My Life In Quarantine,2020,18+,"Arts, Entertainment, and Culture",Amazon Prime,72
595,Movie,Steve Hofstetter: Ginger Kid,2015,7+,"Arts, Entertainment, and Culture, Documentary",Amazon Prime,65
596,Movie,Steve Byrne: The Byrne Identity,2010,18+,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon Prime,73
598,Movie,"Stallone: Frank, That Is",2021,7+,Documentary,Amazon Prime,73
600,Movie,Stained Glass Windows,2010,16+,Drama,Amazon Prime,88
601,Movie,Stained,2011,16+,Suspense,Amazon Prime,91
602,Movie,Stagecoach - The Original John Wayne Classic,1939,7+,"Adventure, Drama, Western",Amazon Prime,96
603,Movie,Stage Door Canteen,1943,13+,"Arts, Entertainment, and Culture, Comedy, Military and War",Amazon Prime,135
604,Movie,Springtime in the Sierras,1947,PG,Western,Amazon Prime,53
605,Movie,Spring 1941,2007,R,Drama,Amazon Prime,100
606,Movie,Spooks Run Wild,1941,PG,"Comedy, Horror",Amazon Prime,71
607,Movie,Spirit Rider,1993,13+,"Drama, Kids",Amazon Prime,96
608,Movie,Spiral,2017,13+,Special Interest,Amazon Prime,78
609,Movie,Special Forces,2013,R,"Action, Drama",Amazon Prime,109
610,Movie,Southward Ho!,1939,13+,Western,Amazon Prime,53
611,Movie,Soul to Keep,2019,16+,"Drama, Horror",Amazon Prime,94
613,Movie,Soothing Surf at Del Norte for Sleep black screen,2018,ALL,Special Interest,Amazon Prime,601
614,Movie,Soothing Surf at Carmel Beach for Sleep,2017,ALL,Special Interest,Amazon Prime,480
615,Movie,Soothing Sights and Sounds for Kids,2012,ALL,Special Interest,Amazon Prime,60
616,Movie,Sonu Ke Titu Ki Sweety,2018,13+,"Comedy, International",Amazon Prime,138
617,Movie,Song One,2015,PG-13,"Arthouse, Arts, Entertainment, and Culture, Drama",Amazon Prime,88
619,Movie,Song of Texas,1943,13+,Western,Amazon Prime,53
620,Movie,Song Of Texas,1943,ALL,Action,Amazon Prime,53
621,Movie,Song Of Arizona,1946,PG,"Arts, Entertainment, and Culture, Drama, Western",Amazon Prime,60
622,Movie,Son of the Navy,1940,18+,"Comedy, Drama",Amazon Prime,71
623,Movie,Son of Monte Cristo,1940,13+,"Action, Adventure",Amazon Prime,96
624,Movie,Sometimes Always Never,2020,PG-13,"Comedy, Drama, Suspense",Amazon Prime,91
625,Movie,Sing and Dance with KiiYii,2019,ALL,Kids,Amazon Prime,47
626,Movie,Something To Sing About,1937,13+,"Arts, Entertainment, and Culture, Drama",Amazon Prime,88
627,Movie,Something from Nothing: The Art of Rap,2012,16+,"Documentary, Music Videos and Concerts",Amazon Prime,111
628,Movie,Someone Still Loves You Boris Yeltsin,2008,NR,Music Videos and Concerts,Amazon Prime,42
629,Movie,Soldier of Night,1986,R,Drama,Amazon Prime,90
630,Movie,Solar Flare,2020,13+,"Kids, Science Fiction",Amazon Prime,101
631,Movie,Sofia,1948,PG,"Action, Suspense",Amazon Prime,83
632,Movie,Social Animals,2018,R,Comedy,Amazon Prime,83
633,Movie,Soapdish,1991,PG-13,Comedy,Amazon Prime,96
634,Movie,So Undercover,2012,PG-13,"Action, Comedy",Amazon Prime,94
635,Movie,Snowden,2007,NR,Music Videos and Concerts,Amazon Prime,36
638,Movie,Snow Day,2000,PG,"Adventure, Comedy, Kids",Amazon Prime,89
639,Movie,Sing Along with Little Baby Bum,2019,ALL,Kids,Amazon Prime,35
641,Movie,Snake Eater 3: His Law,1992,18+,Action,Amazon Prime,92
